City,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13,Category 14,Category 15,Category 16,Category 17,Category 18,Category 19,Category 20,Category 21,Category 22,Category 23,Category 24
Hafnarfjörður,1.4,1.28,5,3.21,3.6,2.79,2.17,2.06,3.49,5,5,2.33,2.34,1.33,3.49,0.65,0.63,0.62,0.63,0.63,0.61,0.6,0.61,1.22
Dublin,1.41,5,5,5,3.61,2.8,2.19,2.05,3.48,4.39,5,2.31,2.32,1.31,3.48,5,0.62,0.62,0.63,0.65,0.63,0.62,0.63,1.24
Cork,1.43,5,5,5,2.86,2.81,2.17,2.06,3.47,4.39,5,2.29,2.3,1.29,3.46,5,0.61,0.61,0.62,0.65,0.64,0.63,0.64,1.27
Limerick,1.45,5,5,5,3.97,2.81,2.18,2.03,3.46,4.39,5,2.27,2.28,1.28,3.45,5,0.61,0.61,0.62,0.65,0.66,0.65,0.66,1.28
Galway,1.47,5,5,5,2.83,2.81,2.2,5,3.44,4.39,5,2.25,2.26,5,3.44,5,0.61,0.6,0.61,0.64,0.67,0.67,0.68,0.7
Waterford,1.5,5,5,5,4,2.14,5,5,3.43,4.39,5,2.23,2.24,2.42,3.43,5,0.64,0.6,0.61,0.64,0.68,0.68,0.69,0.71
Rome,0.77,1.82,5,5,3.69,2.17,5,5,3.41,4.4,5,2.21,2.22,2.25,3.42,0.62,0.6,0.6,0.61,0.64,0.71,0.7,0.71,0.73
Milan,0.77,1.84,5,5,3.7,2.83,5,3.41,3.4,4.39,5,2.19,2.2,2.23,3.41,0.62,0.6,0.59,0.6,0.75,0.67,0.71,0.72,0.75
Naples,0.79,1.88,5,5,5,2.15,5,3.4,3.38,4.4,5,2.17,2.18,2.21,5,0.62,0.6,0.59,0.6,0.63,0.67,0.73,0.74,1.36
Turin,1.58,5,5,5,5,2.14,5,3.39,3.37,4.4,5,2.15,2.16,2.18,5,0.61,0.59,0.58,0.59,0.63,0.66,0.74,0.75,0.78
Palermo,1.59,5,5,2.92,5,2.15,5,3.36,3.36,4.4,5,2.13,2.14,2.16,5,0.61,0.59,0.58,0.59,5,0.77,0.76,0.77,0.79
Genoa,0.84,1.92,5,2.94,5,2.84,5,3.35,3.35,4.4,5,2.11,2.12,2.14,3.35,0.61,0.58,0.58,0.58,5,0.78,0.77,0.78,0.8
Bologna,0.85,5,5,2.95,5,2.15,5,3.34,5,4.4,5,2.09,2.11,2.12,3.34,0.6,0.58,0.57,0.58,1.73,0.8,0.79,0.8,0.82
Florence,1.65,1.95,5,4.09,5,2.15,5,3.33,5,5,2.09,2.07,2.08,2.11,5,5,0.57,0.57,0.58,0.61,0.81,0.8,0.81,0.84
Venice,0.88,1.98,5,4.1,5,2.19,2.18,3.31,5,5,5,2.05,2.06,2.09,3.32,0.6,0.57,0.56,0.57,5,0.64,0.82,0.83,0.85
Verona,0.89,5,2.99,4.1,5,2.15,2.17,3.31,5,5,2.04,2.03,2.04,2.07,2.1,0.59,0.57,0.56,0.57,0.6,0.63,0.83,0.84,0.87
Pristina,0.91,2.05,5,4.11,5,2.15,5,3.32,5,5,2.02,2.01,2.03,2.05,2.08,0.58,0.57,0.56,0.57,0.59,0.86,0.85,0.86,0.88
Prizren,0.93,2.04,3.02,4.12,5,2.16,1.92,3.27,5,5,2,1.99,2.01,2.03,5,0.58,0.56,0.55,0.56,0.59,0.63,0.86,0.87,0.9
Gjilan,0.94,2.04,5,4.12,5,2.17,5,3.26,5,5,1.99,1.98,1.99,2.01,5,0.58,0.56,0.55,0.56,0.59,0.63,0.88,0.89,0.91
Mitrovica,0.96,2.06,5,4.13,5,2.17,5,3.25,5,5,1.97,1.96,1.97,1.99,5,0.57,0.55,0.55,0.55,0.59,0.9,0.89,0.9,0.92
Riga,0.97,2.08,5,4.14,5,2.18,5,3.23,5,5,1.95,1.94,1.95,1.97,2.11,0.57,0.55,0.54,0.55,0.58,0.92,0.91,0.92,0.94
Daugavpils,0.98,2.1,5,4.14,5,2.17,1.91,3.22,5,5,1.93,1.92,1.93,1.95,5,5,0.54,0.54,0.55,0.58,0.93,0.92,0.93,0.96
Liepaja,1,2.14,3.09,4.16,5,2.2,1.87,3.21,5,5,1.92,1.9,1.91,1.93,2.07,5,0.54,0.53,0.54,0.57,0.95,0.94,0.95,0.97
Jelgava,1.01,2.14,2.17,4.16,5,2.19,1.87,3.2,5,5,1.9,1.88,1.89,1.91,5,0.57,0.54,0.53,0.54,0.57,0.96,0.95,0.96,0.99
Vaduz,1.03,5,3.12,4.17,5,2.19,1.86,3.19,5,5,1.88,1.86,1.87,1.89,2.03,5,0.53,0.53,0.54,0.57,0.98,0.97,0.98,1
London,1.04,2.18,2.21,4.18,5,2.17,1.86,3.18,5,5,1.86,1.84,1.85,1.87,5,0.55,0.53,0.52,0.53,0.57,1,0.98,0.99,1.02
Paris,1.06,2.2,2.23,4.19,5,5,1.86,3.17,5,5,5,1.82,1.83,1.85,5,0.55,0.53,0.52,0.53,0.56,1.01,1,1.01,1.03
Berlin,1.07,2.22,2.24,4.2,5,2.16,1.85,5,5,5,5,1.8,1.81,1.84,0.58,5,0.52,0.52,0.52,0.56,1.02,1.01,1.02,1.05
Madrid,1.09,2.24,2.26,5,5,2.19,1.86,3.13,5,5,1.79,1.78,1.79,1.81,0.58,5,0.52,0.51,0.52,0.56,1.04,1.03,1.04,1.06
Rome,1.1,1.79,2.28,5,5,2.21,1.86,3.12,5,5,1.77,1.77,1.78,1.79,0.58,5,0.51,0.51,0.52,0.55,1.05,1.04,1.05,1.08
Athens,1.11,2.27,2.3,4.24,5,2.21,1.85,5,5,5,1.76,1.75,1.76,1.78,0.57,5,0.51,0.5,0.51,0.55,1.07,1.06,1.07,1.09
Lisbon,1.13,2.29,2.31,4.23,5,2.21,1.85,5,5,5,1.74,1.73,1.74,1.76,0.79,5,0.51,0.5,0.51,0.54,1.08,1.07,1.08,1.11
Dublin,1.14,5,2.33,4.24,5,5,1.85,5,5,5,1.72,1.71,1.72,1.74,0.78,0.53,0.5,0,0.51,0.54,1.09,1.08,1.09,1.12
Prague,1.15,5,2.34,4.25,5,2.21,1.85,3.06,5,1.76,1.71,1.7,1.71,1.73,0.77,5,0.5,0,0.5,0.64,1.1,1.09,1.1,1.79
Vienna,1.15,2.32,2.35,4.25,5,2.22,1.85,3.06,5,1.75,1.7,1.7,1.74,1.73,0.76,0.52,0,0,0,0.64,0.57,1.1,1.11,1.78
Amsterdam,2.08,5,5,4.25,5,2.22,1.85,3.07,1.75,1.76,1.7,1.7,1.71,1.84,0.76,0.52,0,0,0,0.65,0.55,1.1,1.15,1.77
Brussels,1.14,5,5,4.24,5,5,1.85,3.09,1.75,1.74,1.71,1.7,1.71,1.84,0.77,0.53,0,0,0,0.52,1.11,1.09,1.12,1.77
Copenhagen,1.14,5,5,4.24,5,2.23,1.85,3.09,1.76,5,1.71,1.7,1.71,1.73,0.77,0.53,0,0,0,0.52,1.11,1.1,1.79,1.77
Stockholm,1.14,5,5,4.25,5,5,1.85,3.09,1.76,1.77,1.71,1.7,1.71,1.5,0.77,0.53,0,0,0,0.52,1.11,1.1,1.79,1.13
Helsinki,1.14,5,5,4.25,5,2.22,1.85,3.09,1.76,1.76,1.71,1.7,1.71,1.84,0.77,0.53,0,0,0,0.52,1.11,1.1,1.13,1.77
Oslo,1.14,5,5,4.25,5,5,1.86,5,1.76,1.77,1.71,1.7,1.71,1.85,0.77,0.54,0,0,0,0.52,1.11,1.1,1.14,1.77
Warsaw,1.14,5,5,4.24,5,2.21,1.85,5,1.76,1.77,1.71,1.7,1.71,1.84,0.77,0.54,0,0,0,0.52,1.11,1.09,1.1,1.77
Budapest,1.8,5,5,4.25,5,2.23,1.85,5,1.76,5,1.71,1.7,1.71,1.5,1.76,0.54,0,0,0,0.51,0.55,1.09,1.1,1.77
Bucharest,1.82,5,5,4.25,5,2.22,1.86,5,1.76,5,1.72,1.7,1.71,1.5,1.76,0.54,0,0,0,0.52,0.54,1.09,1.09,1.77
Sofia,1.8,5,5,5,5,2.22,1.87,5,1.77,5,1.72,1.7,1.71,1.49,2,3.07,0,0,0,0.56,0.53,1.09,1.09,1.13
Belgrade,1.8,5,5,5,4.25,2.22,5,2,1.77,5,1.72,1.7,1.71,1.49,2.03,0.54,0,0,0,0.56,0.53,1.09,1.09,1.76
Zagreb,1.8,5,5,3.25,5,2.23,1.87,2,3.06,5,1.72,1.7,1.7,1.5,2.03,3.06,0,0,0,0.54,0.53,0.58,1.09,1.12
Kiev,1.65,5,5,5,5,2.22,1.87,2,1.77,5,1.72,1.7,1.7,1.72,1.85,3.07,0,0,0,5,0.53,0.58,1.09,1.12
Moscow,1.8,5,5,5,5,5,1.87,2.01,1.77,5,1.72,1.7,1.7,1.49,2.03,3.06,0,0,0,1.62,0.53,0.58,1.1,1.77
St. Petersburg,1.8,5,5,5,4.26,2.24,1.88,2,1.77,5,1.72,1.7,1.7,1.49,2.03,0.54,0,0,0,0.56,0.53,1.1,1.1,1.77
Minsk,1.8,5,5,5,5,2.24,1.87,2,3.06,5,1.71,1.7,1.7,1.49,2.02,0.54,0,0,0,0.56,0.53,0.58,1.1,1.13
Vilnius,1.81,5,5,5,5,2.23,1.87,2,1.77,5,1.71,1.69,1.7,1.71,1.83,0.54,0,0,0,0.54,0.53,0.58,1.1,1.12
Riga,1.81,5,5,3.26,5,5,1.87,2,3.05,5,1.7,1.69,1.69,1.71,1.83,0.53,0,0,0,0.53,0.52,0.58,1.1,1.12
Tallinn,1.82,5,1.87,3.27,5,5,1.87,2,3.05,5,1.7,1.68,1.68,1.7,1.82,0.54,0.5,0,0,0.51,0.52,1.61,1.11,1.12
Reykjavik,1.15,1.19,1.88,3.28,5,5,5,2,3.05,5,1.7,1.68,1.68,1.69,1.81,0.54,0.56,0,0,0.5,0.52,1.62,1.11,1.13
Edinburgh,1.16,1.19,5,3.29,5,5,5,1.99,5,5,1.69,1.67,1.67,1.68,1.72,0.73,0.52,0,0,0,0.52,1.63,1.12,1.13
Manchester,1.16,5,5,3.28,4.27,5,5,1.98,5,5,1.7,1.66,1.66,1.67,1.7,0.73,0.52,0,0,0,0.52,1.64,1.13,1.14
Liverpool,1.17,5,5,3.29,4.27,2.25,2.24,1.98,3.03,5,5,1.66,1.65,1.66,0.58,0.72,0.52,0,0,0,0.51,5,1.14,1.15
Glasgow,1.18,2.37,5,3.3,4.28,5,2.23,1.98,1.72,5,1.67,1.65,1.64,1.65,1.67,0.71,0.58,0,0,0,0.66,1.17,1.14,1.15
Bristol,1.19,2.37,5,3.31,4.28,5,2.24,1.97,1.71,5,1.65,1.63,1.62,1.64,1.66,0.7,0.58,0,0,0,0.67,1.18,1.15,1.16
Birmingham,1.2,2.38,5,5,4.29,5,2.24,5,1.7,1.7,1.64,1.62,1.61,1.62,1.65,0.7,0.58,0,0,0,0.68,1.18,1.16,1.18
Newcastle,1.2,2.39,5,3.33,4.29,5,2.24,1.97,1.7,5,1.63,1.61,1.6,1.61,1.64,0.7,1.8,0,0,0,0.7,1.19,1.17,1.19
Leeds,1.21,2.4,5,3.34,4.3,5,2.24,1.96,3.01,5,1.62,1.6,1.59,1.6,1.63,0.7,1.76,0,0,0,4.3,1.19,1.18,1.69
Sheffield,1.22,2.42,5,3.34,4.3,5,2.24,1.87,5,5,1.61,1.59,1.58,1.59,1.62,1.91,1.77,0,0,0,0.71,1.21,1.19,1.7
Belfast,1.23,5,5,5,4.31,5,2.27,1.85,5,5,1.6,1.59,1.58,1.58,1.61,1.92,2.99,0,0,0,0.72,1.21,1.2,1.24
Cork,1.23,2.3,5,5,4.31,5,2.24,1.85,5,1.65,1.6,1.57,1.57,1.57,1.6,1.74,2.98,0,0,0,4.31,1.23,1.2,1.23
Galway,1.24,2.44,5,5,4.31,5,5,1.85,2.99,1.64,1.59,1.57,1.56,1.57,1.59,1.72,2.98,0,0,0,4.31,5,1.21,1.25
Munich,1.75,5,5,5,4.32,5,2.25,1.84,2.98,1.63,1.58,1.56,1.55,1.56,1.58,1.71,2.97,0,0,0,4.32,0.73,1.22,1.26
Hamburg,1.75,2.32,5,5,4.33,2.24,2.25,1.84,2.97,1.62,1.57,1.55,1.54,1.55,1.58,1.7,0.53,0,0,0,4.32,0.74,1.23,1.27
Frankfurt,1.76,5,5,5,4.33,2.25,2.23,1.84,5,1.62,1.56,1.54,1.53,1.54,1.56,1.69,1.77,0,0,0,4.33,0.74,1.24,1.27
Cologne,1.77,5,5,5,4.34,2.24,5,1.84,5,1.61,1.55,1.53,1.52,1.53,1.56,1.68,1.77,0,0,0,4.34,0.75,1.25,1.27
Stuttgart,1.95,5,5,5,4.34,5,5,1.83,5,1.6,1.54,1.52,1.51,1.54,1.55,1.67,0.64,0,0,0,4.34,0.75,1.26,1.27
Nuremberg,1.3,2.5,5,5,4.35,5,2.24,1.83,5,1.59,1.53,1.51,1.5,1.53,1.32,1.66,0.63,0,0,0,4.35,0.76,1.27,1.28
Leipzig,1.31,5,5,5,4.35,5,2.25,1.83,5,1.58,1.52,1.5,1.49,1.53,1.3,1.65,0.63,0,0,0,4.36,0.77,1.28,1.28
Dresden,1.31,5,5,5,4.35,5,2.24,1.83,2.95,1.57,1.51,1.49,1.48,1.49,1.3,1.82,0.62,0,0,0,0.51,0.77,1.29,1.3
Zurich,1.31,5,5,5,4.36,5,2.25,1.82,2.95,1.56,1.5,1.48,1.47,1.48,1.29,1.81,0.64,0,0,0,0.51,0.78,1.3,1.3
Geneva,1.32,2.4,2.54,5,4.36,5,2.26,1.82,5,1.56,1.49,1.47,1.46,1.47,1.28,1.62,0.62,0,0,0,0.51,0.79,1.35,1.31
Basel,1.33,2.41,5,5,4.37,5,2.23,1.82,5,5,1.48,1.46,1.45,1.46,1.28,1.61,0.62,0,0,0,0.51,0.54,1.32,1.32
Bern,1.34,2.42,5,5,4.38,5,2.24,1.81,5,5,1.48,1.45,1.44,1.45,1.27,1.6,0.61,0,0,0.5,0.51,0.54,1.33,1.33
Lausanne,1.35,2.43,5,5,4.39,5,5,1.81,5,5,1.47,1.45,1.43,1.44,1.46,1.59,0.61,0,0,0,0.51,5,1.34,1.34
Antwerp,1.36,2.32,5,5,5,5,1.83,1.81,1.83,5,1.46,1.43,1.42,1.42,1.45,1.58,0.62,0.5,0,0,0.53,5,1.35,1.35
Ghent,1.37,2.32,5,5,5,5,1.82,1.81,1.82,5,5,1.43,1.41,1.42,1.44,1.57,1.59,0.5,0,0,0.52,0.54,1.36,1.36
Bruges,1.38,1.41,5,5,5,5,1.82,1.8,1.82,5,1.87,1.42,1.4,1.41,1.43,1.56,1.58,0.5,0,0,0.52,4.4,0.59,1.37
Liege,1.38,1.42,5,5,4.41,5,1.82,1.8,1.81,2.89,5,1.41,1.39,1.4,1.42,1.75,1.57,0.51,0,0,0.51,4.41,1.39,1.37
Luxembourg City,1.39,1.42,5,5,4.42,4.41,1.82,1.8,1.81,5,5,1.4,1.38,1.38,1.41,1.55,0.54,0.51,0,0,0.52,4.41,1.41,1.38
Monaco City,1.4,1.42,1.46,5,4.42,4.42,1.81,1.79,1.81,2.88,1.86,1.39,1.38,1.37,1.39,1.42,0.54,0.51,0,0,0.52,4.41,2.76,1.39
Nice,1.41,1.43,1.46,5,4.43,4.43,1.81,1.79,1.81,1.84,1.88,1.38,1.37,1.36,1.38,1.41,0.55,0.52,0.51,0.5,0.52,4.42,2.4,1.4
Marseille,1.42,1.44,1.47,5,5,4.43,1.8,1.79,1.8,1.83,1.85,1.37,1.35,1.35,1.37,1.52,0.55,0.52,0.51,0.5,0.53,4.44,0.88,1.42
Lyon,1.44,1.46,1.48,5,5,4.44,1.8,1.78,1.8,1.82,1.84,1.35,1.34,1.34,1.35,1.38,0.55,0.53,0.51,0.51,0.52,4.44,0.9,1.43
Toulouse,1.45,1.47,1.5,5,5,4.44,1.79,1.78,1.79,1.82,1.84,1.34,1.33,1.32,1.34,1.36,0.56,0.57,0.52,0.51,0.52,4.44,0.9,1.44
Bordeaux,1.47,1.48,1.51,5,5,4.45,1.79,1.77,1.79,1.81,1.83,1.33,1.31,1.31,1.32,1.34,0.56,0.57,0.55,0.51,0.53,4.46,0.92,1.45
Nantes,1.48,1.5,1.53,5,5,4.46,1.78,1.77,1.78,1.8,1.83,1.31,1.3,1.29,1.31,1.33,0.57,0.58,0.53,0.52,0.53,5,0.93,1.47
Strasbourg,1.5,1.52,1.54,5,5,4.47,1.78,1.76,1.78,1.8,1.82,1.3,1.28,1.28,1.29,1.14,0.57,0.55,0.53,0.52,0.53,4.47,0.95,1.49
Lille,1.52,1.53,1.56,5,5,4.48,1.77,1.76,1.77,1.8,1.82,1.28,1.27,1.26,1.27,1.14,0.58,0.55,0.53,0.53,0.54,4.48,0.96,1.51
Rouen,1.54,1.56,1.58,5,5,4.5,1.76,1.75,1.76,1.8,5,1.27,1.26,1.24,1.26,1.27,0.58,0.56,0.54,0.53,0.54,4.49,0.98,1.52
Montpellier,1.56,1.58,1.59,5,5,4.51,1.76,1.75,1.76,1.79,5,5,1.85,1.22,1.24,1.26,0.59,0.56,0.54,0.54,0.55,4.51,1,1.54
Valencia,1.59,1.6,1.61,5,5,5,1.75,1.74,1.75,1.79,5,5,1.84,1.21,1.22,1.24,0.6,0.57,0.55,0.54,0.55,5,1.02,1.56
Seville,1.6,1.62,1.63,5,5,5,1.74,1.73,1.74,1.78,1.79,5,5,1.19,1.2,1.22,0.6,0.57,0.56,0.55,0.56,5,1.03,1.58
Barcelona,1.62,1.64,1.65,5,5,5,1.74,1.73,1.74,2.77,5,5,1.18,1.17,1.18,1.2,0.61,0.57,0.56,0.55,0.56,5,1.05,1.6
Bilbao,1.64,2.35,1.67,5,5,1.76,1.73,1.72,1.73,2.76,1.78,5,1.16,1.15,1.16,1.18,1.22,0.58,0.57,0.56,0.57,5,1.07,1.62
Malaga,1.66,2.38,2.87,5,5,2.06,1.72,1.71,1.72,2.76,5,5,1.14,1.13,1.14,1.17,1.36,0.59,0.57,0.57,0.57,5,1.1,1.64
Alicante,2.38,2.4,1.71,5,5,2.06,1.72,1.71,1.72,2.75,1.6,5,1.13,1.11,1.12,1.15,1.35,0.6,0.58,0.57,0.58,5,0.64,1.66
Santander,2.4,2.43,2.9,5,5,2.07,1.71,1.7,1.71,2.74,1.58,5,1.11,1.09,1.11,1.3,1.34,0.61,0.58,0.58,0.59,5,0.65,1.68
Murcia,2.42,2.45,2.93,5,5,2.08,1.7,1.69,1.7,2.73,1.56,5,1.13,1.08,1.09,1.11,1.13,0.61,0.59,0.58,0.59,5,2.39,1.7
Gijon,2.44,2.93,2.95,5,5,1.73,1.69,1.68,1.69,2.72,1.57,5,5,1.06,1.07,1.09,1.12,0.62,0.6,0.59,0.6,5,0.66,1.72
Lisbon,2.46,2.95,5,5,5,5,1.68,1.65,1.68,2.71,1.55,5,1.73,1.04,1.05,1.07,0.65,1.31,0.61,0.6,0.61,5,5,1.74
Porto,2.48,2.96,5,5,5,1.71,1.68,1.63,1.68,2.71,5,5,2.77,1.02,1.03,1.05,1.08,0.63,0.61,0.6,0.62,5,5,1.76
Coimbra,2.5,2.99,5,5,5,2.06,1.67,1.62,1.67,2.7,5,5,5,1,1.01,1.03,1.06,0.64,0.62,0.61,0.63,5,5,1.78
Braga,2.52,3,5,1.76,5,1.7,1.66,1.61,1.66,2.7,5,1.01,1,0.98,0.99,1.01,1.03,0.64,0.62,0.62,0.63,5,5,1.8
Aveiro,2.54,3.02,5,5,5,5,1.65,1.6,1.65,2.68,5,0.99,0.99,0.96,0.97,0.99,1.02,0.65,0.63,0.62,0.64,5,0.71,1.82
Faro,2.55,3.04,5,5,5,5,1.65,1.59,1.6,5,5,0.97,0.95,0.94,0.95,0.97,0.99,0.66,0.64,0.63,0.65,5,2.4,1.84
Porto Santo,2.58,2.81,5,5,5,5,1.64,1.58,1.59,2.67,5,0.96,0.93,0.92,0.94,0.95,0.99,0.66,0.65,0.64,0.65,5,5,1.86
Funchal,2.6,3.08,5,5,5,5,1.63,1.57,1.58,1.6,5,5,0.91,0.9,0.92,0.94,0.7,0.67,0.65,0.65,0.65,5,1.34,1.88
San Marino City,2.61,3.1,5,5,5,1.64,1.58,1.56,1.57,2.66,5,0.91,0.89,0.88,0.9,0.92,0.94,0.68,0.66,0.65,0.66,5,1.35,1.9
Vatican City,2.64,2.85,5,5,2.32,5,1.57,1.56,1.57,5,5,0.89,0.87,0.86,2.4,0.9,0.94,0.68,0.67,0.66,0.67,5,0.72,1.92
Novi Sad,2.66,2.87,5,5,5,5,1.56,1.55,1.56,1.58,5,0.88,0.86,0.85,5,0.88,0.9,0.69,0.67,0.67,0.67,5,0.73,1.94
Niš,2.68,3.16,5,5,2.4,5,1.56,1.54,1.55,5,5,0.87,0.84,0.83,0.85,0.86,0.73,0.7,0.68,0.67,0.68,5,0.74,1.42
Podgorica,2.68,3,5,5,5,1.57,1.55,1.53,1.54,1.57,2.12,0.84,0.82,0.81,0.82,0.85,0.87,0.7,0.69,0.68,0.69,5,0.74,1.43
Budva,2.71,3.2,5,5,5,1.56,1.54,1.53,1.54,1.56,2.1,0.83,0.8,0.79,0.8,1.15,0.74,0.71,0.69,0.68,0.69,5,0.75,2
Kotor,2.73,3.82,5,5,5,1.56,1.54,1.52,1.54,2.61,5,0.81,0.78,0.78,0.79,1.14,0.75,0.71,0.7,0.69,0.7,5,0.75,1.46
Skopje,0.81,3.22,5,5,5,1.55,1.54,1.52,1.53,2.61,5,0.8,0.77,0.77,0.78,1.16,0.75,0.72,0.7,0.69,0.7,0.74,0.76,1.47
Ohrid,0.81,3.22,5,5,5,1.56,1.55,1.52,1.54,5,5,0.8,0.78,0.77,0.78,1.17,0.83,0.72,0.7,0.69,0.69,5,0.75,1.46
Tirana,0.8,3.21,5,5,5,1.56,1.55,1.53,1.57,2.61,5,0.8,0.78,0.77,0.78,0.8,0.83,0.71,0.7,0.69,0.69,5,0.75,0.78
Vlore,0.8,3.21,5,5,5,1.56,1.55,1.53,1.55,2.61,5,0.8,0.78,0.77,0.78,1.16,1.09,0.71,0.7,0.69,0.69,5,0.74,0.78
Sarajevo,0.8,2.79,5,5,5,1.56,1.56,1.53,1.56,2.61,5,0.8,0.78,0.77,0.78,1.16,0.83,0.71,0.7,0.69,0.69,5,0.74,0.78
Mostar,0.81,2.76,5,5,5,1.57,1.55,1.53,1.58,2.61,5,0.8,0.78,0.77,0.78,1.16,0.82,0.71,0.7,0.69,0.69,5,0.74,1.46
Banja Luka,0.8,2.76,5,5,2.62,1.57,1.55,1.53,1.58,2.61,5,0.8,0.78,0.77,0.78,1.15,0.82,0.71,0.7,0.68,0.69,5,0.75,1.45
Dubrovnik,0.8,2.76,5,5,5,1.58,1.56,1.53,1.58,2.6,5,0.8,0.78,0.77,0.78,0.8,0.82,0.71,0.7,0.68,0.69,5,0.78,1.45
Split,0.79,2.75,5,5,5,5,1.56,1.53,1.58,2.6,2.09,0.8,0.78,0.77,0.78,1.47,0.81,0.72,0.7,0.68,0.69,5,0.75,1.45
Rijeka,0.79,2.75,5,5,5,5,1.57,1.53,1.54,1.56,5,0.8,0.78,0.77,0.77,1.47,0.82,0.72,0.7,0.68,0.69,5,4.76,1.45
Zadar,0.79,2.73,5,5,5,5,5,1.53,1.54,1.55,5,0.81,0.78,0.77,0.77,1.48,0.81,0.73,0.7,0.68,0.7,0.74,4.77,0.78
Pula,0.78,2.73,5,5,5,5,5,1.54,1.54,1.55,5,5,0.79,0.77,0.77,0.79,0.81,0.74,0.7,0.68,0.69,0.71,4.76,0.77
Sibiu,0.78,2.73,3.23,5,5,5,1.57,1.55,1.54,1.55,5,5,0.82,0.77,0.77,1.47,0.81,0.84,0.71,0.68,0.68,0.7,0.77,0.76
Cluj-Napoca,2.02,2.74,3.22,5,5,5,5,1.61,1.54,1.55,5,5,0.82,0.77,0.77,1.53,0.82,0.83,1.14,0.68,0.68,0.7,0.72,0.74
Timișoara,2.02,2.74,2.94,5,5,5,5,1.55,1.54,1.55,5,5,0.82,0.79,0.76,0.78,0.81,0.83,1.14,0.68,0.68,0.69,0.71,0.74
Odessa,1.46,2.75,3.04,5,5,4.78,1.57,1.55,1.54,1.55,1.57,5,1.56,0.78,0.76,0.78,0.8,0.83,1.13,0.68,0.67,0.69,0.71,0.74
Lviv,1.45,2.75,3.22,5,5,4.78,5,1.55,1.54,1.55,1.57,5,5,0.77,0.76,0.78,0.8,0.82,0.7,0.68,0.67,0.68,0.7,0.73
Donetsk,0.76,0.79,3.22,5,5,5,5,1.55,1.54,1.59,5,5,0.79,0.77,0.76,0.77,1.14,0.83,0.7,0.68,0.67,0.68,0.7,0.73
Tbilisi,0.75,2.03,2.76,5,5,5,5,1.56,1.55,1.56,5,1.59,0.81,0.77,0.76,0.77,1.14,0.82,0.7,0.68,0.67,0.68,0.7,0.72
Batumi,1.45,2.03,2.76,5,5,5,5,1.56,1.55,1.55,2.6,2.08,5,0.77,0.76,0.76,1.18,1.07,0.7,0.68,0.67,0.67,0.69,4.77
Yerevan,0.74,2.02,2.74,5,5,5,5,1.56,1.55,1.55,2.6,0.85,5,0.77,0.76,0.76,0.8,0.74,0.71,0.68,0.67,0.68,0.7,4.78
Gyumri,0.76,0.8,2.74,3.24,5,5,5,1.58,1.56,1.55,1.57,0.85,5,0.78,0.76,0.76,0.81,0.74,0.72,0.68,0.67,0.67,0.69,5
Baku,0.73,2.02,2.75,3.23,5,3.81,5,5,1.56,1.55,1.56,5,5,0.78,0.76,0.76,0.78,0.75,0.83,0.69,0.66,0.67,0.68,0.72
Ganja,0.72,2.03,2.75,3.23,5,5,5,1.57,1.57,1.55,1.56,1.59,5,5,0.76,0.76,0.77,0.79,1.1,0.72,0.66,0.66,0.67,0.7
Sumqayit,0.72,1.47,2.75,3.23,5,5,5,1.58,1.56,1.55,1.56,1.58,5,5,0.77,0.75,0.78,0.78,1.12,1.13,0.67,0.66,0.67,0.7
Nicosia,0.72,1.46,2.75,3.23,5,3.83,5,1.58,1.56,1.55,1.56,5,0.8,5,0.77,0.75,0.77,0.78,1.07,0.69,0.66,0.66,0.67,0.7
Limassol,0.71,0.75,2.76,3.23,5,5,5,1.59,1.57,1.56,1.57,1.58,0.81,5,0.76,0.75,0.76,0.78,0.81,0.86,0.66,0.66,0.66,0.69
Larnaca,0.7,0.75,2.03,2.75,5,5,5,1.6,1.57,1.56,1.6,2.6,5,5,0.76,0.75,0.76,0.78,1.06,0.86,0.66,0.65,0.66,0.69
Paphos,4.78,0.75,2.03,2.74,5,5,5,1.6,1.58,1.56,1.58,2.6,5,5,0.76,0.75,0.75,0.78,1.05,0.86,0.66,0.65,0.66,0.68
Valletta,0.7,0.74,2.03,2.74,5,5,5,5,5,1.57,1.57,2.6,1.62,5,0.76,0.75,0.76,1.13,1.05,0.85,0.66,0.65,0.66,0.7
Sliema,0.69,0.77,2.03,2.76,3.25,5,5,5,5,1.57,1.57,1.58,2.08,5,0.76,0.74,0.75,0.77,1.04,0.71,0.66,0.65,0.65,0.71
St. Julian's,0.69,0.73,2.03,2.75,3.25,5,5,5,5,1.65,1.57,1.58,5,5,0.77,0.75,0.75,0.75,0.79,0.81,0.67,0.65,0.65,0.67
Mdina,0.7,0.71,2.03,2.76,2.97,5,5,1.62,5,1.68,1.57,1.58,1.61,5,5,0.75,0.74,0.75,0.78,0.8,0.67,0.66,0.65,0.66
Sopot,0.7,0.71,1.46,2.76,3.25,5,5,1.62,5,1.58,1.57,1.58,5,5,5,0.74,0.74,0.75,0.77,0.8,0.66,0.65,0.64,0.65
